ID,composition,source,temperature,target,log_target,family,ChemicalFamily
605,Sm0.52Li0.38TiO2.97,10.1016/0167-2738(94)90310-7,298.15,1.50E-03,-2.823908741,Perovskite,Oxides
610,Li0.34Pr0.56TiO3,10.1016/0167-2738(94)90310-7,298.15,1.00E-06,-6,Perovskite,Oxides
611,Nd0.55Li0.34TiO3,10.1016/0167-2738(94)90310-7,298.15,8.00E-08,-7.096910013,Perovskite,Oxides
612,Li0.5(La0.4Nd0.1)TiO3,10.1016/S0167-2738(97)00015-5,298.15,1.00E-03,-3,Perovskite,Oxides
613,Li0.34La0.56TiO3,10.1016/S0167-2738(98)00070-8,298.15,1.53E-03,-2.815308569,Perovskite,Oxides
614,Li0.34La0.56TiO3,10.1016/S0167-2738(98)00070-8,298.15,6.88E-04,-3.162411562,Perovskite,Oxides
615,Nd0.25Li0.25TaO3,10.1016/S0167-2738(98)00414-7,298.15,1.91E-06,-5.718966633,Perovskite,Oxides
617,Li0.25La0.25TaO3,10.1016/S0167-2738(98)00414-7,298.15,3.66E-04,-3.436518915,Perovskite,Oxides
619,Li0.5Sr0.5Cr0.25Ta0.75O3,10.1016/S0378-7753(97)02645-1,298.15,6.31E-05,-4.200039473,Perovskite,Oxides
620,Li0.5Sr0.5Fe0.25Ta0.75O3,10.1016/S0378-7753(97)02645-1,298.15,1.26E-04,-3.900008766,Perovskite,Oxides
632, La0.29Li0.12NbO3,10.1016/S0167-2738(98)00266-5,298.15,4.25E-05,-4.37161107,Other,Oxides
633,La0.283Li0.15NbO3,10.1016/S0167-2738(98)00266-5,298.15,3.85E-05,-4.41453927,Other,Oxides
634,La0.273Li0.18NbO3,10.1016/S0167-2738(98)00266-5,298.15,3.82E-05,-4.417936637,Other,Oxides
635,La0.303Li0.09NbO3,10.1016/S0167-2738(98)00266-5,298.15,3.52E-05,-4.453457337,Other,Oxides
636,La0.313Li0.06NbO3,10.1016/S0167-2738(98)00266-5,298.15,2.33E-05,-4.632644079,Other,Oxides
637,Li0.1Sr0.8Ti0.7Nb0.3O3,10.1149/1.1629102,298.15,1.00E-08,-8,Perovskite,Oxides
638,Li0.3Sr0.6Ti0.20Fe0.30Ta0.5O3,10.1149/1.1629102,298.15,1.00E-07,-7,Perovskite,Oxides
639,Li0.3Sr0.6Ti0.35Fe0.15Ta0.5O3,10.1149/1.1629102,298.15,2.80E-05,-4.552841969,Perovskite,Oxides
640,Li0.3Sr0.6Ti0.40Fe0.10Ta0.5O3,10.1149/1.1629102,298.15,3.60E-05,-4.443697499,Perovskite,Oxides
644,Li0.25La0.41Sr0.25TiO3,10.1021/cm020609u,298.15,7.64E-05,-4.116906641,Perovskite,Oxides
645,Li0.15La0.51Sr0.15TiO3,10.1021/cm020609u,298.15,5.30E-05,-4.27572413,Perovskite,Oxides
647,LiSrTiTaO6,10.1021/cm9810382,298.15,5.50E-04,-3.259637311,Perovskite,Oxides
648,LiSr1.65Ti1.3Ta1.7O9,10.1021/cm9810382,298.15,4.90E-05,-4.30980392,Perovskite,Oxides
649,LiSr1.65Ti1.3Nb1.7O9,10.1021/cm9810382,298.15,2.00E-05,-4.698970004,Perovskite,Oxides
650,LiSr1.65Zr1.3Ta1.7O9,10.1021/cm9810382,298.15,1.30E-05,-4.886056648,Perovskite,Oxides
652,LiSr2Ti2NbO9,10.1021/cm9810382,298.15,1.00E-06,-6,Perovskite,Oxides
653,LiSrTiNbO6,10.1021/cm9810382,298.15,1.00E-06,-6,Perovskite,Oxides
656,Li0.25La0.66Ti0.75Al0.25O3,10.1021/cm011149s,298.15,7.66E-05,-4.11577123,Perovskite,Oxides
657,Li0.20La0.66Ti0.80Al0.20O3,10.1021/cm011149s,298.15,4.28E-05,-4.368556231,Perovskite,Oxides
658,Li0.30La0.66Ti0.70Al0.30O3,10.1021/cm011149s,298.15,1.72E-05,-4.764471553,Perovskite,Oxides
659,Li0.15La0.66Ti0.85Al0.15O3,10.1021/cm011149s,298.15,9.66E-06,-5.015022874,Perovskite,Oxides
663,Li0.27La0.59TiO3,10.2109/jcersj.105.548,298.15,5.80E-04,-3.236572006,Perovskite,Oxides
673,Li10SnP2S12,10.1021/ja407393y,298.15,4.00E-03,-2.397940009,Thio-LISICON,Sulphides
675,Li10GeP2S12,10.1038/nmat3066,298.15,1.20E-02,-1.920818754,Thio-LISICON,Sulphides
697,Li1.5Hf1.5Al0.5P3O12,10.1016/j.ssi.2005.07.010,298.15,1.10E-04,-3.958607315,NASICON,Oxides
698,"""(Li2S)70 (P2S5)30""",10.1039/C3EE41655K,298.15,1.70E-02,-1.769551079,Glass-Ceramic,Sulphides
699,Li11AlP2S12,10.1039/C6CC02131J,298.15,8.02E-04,-3.095825632,Thio-LISICON,Sulphides
700,Li6BaLa2Ta2O12,10.1002/adfm.200400044,298.15,4.00E-05,-4.397940009,Garnet,Oxides
701,Li5NI2,10.1002/anie.198000741,298.15,1.50E-07,-6.823908741,Other,Halides
703,Li6NBr3,10.1002/anie.198000741,298.15,3.10E-07,-6.508638306,Rocksalt,Halides
704,Li4SiO4,10.1016/0025-5408(76)90235-X,298.15,2.00E-10,-9.698970004,LISICON,Oxides
705,Li4GeO4,10.1016/0025-5408(76)90235-X,298.15,3.10E-12,-11.50863831,LISICON,Oxides
706,Li2Ge7O15,10.1016/0025-5408(76)90235-X,298.15,5.00E-16,-15.30103,Other,Oxides
707,Li3.5Ge0.5V0.5O4,10.1016/0025-5408(80)90249-4,298.15,7.00E-05,-4.15490196,LISICON,Oxides
708,LiI,10.1016/0167-2738(81)90020-5,298.15,2.80E-08,-7.552841969,Rocksalt,Halides
710,Li3P,10.1016/0167-2738(89)90438-4,298.15,1.00E-03,-3,Other,Other
712,Li3Sc2P3O12,10.1016/j.materresbull.2007.08.007,298.15,1.00E-10,-10,NASICON,Oxides
713,Li5La3Bi2O12,10.1016/j.ssi.2017.03.030,298.15,2.00E-05,-4.698970004,Garnet,Oxides
714,LiLa(TiO3)2,10.1016/S0167-2738(00)00761-X,298.15,1.00E-03,-3,Perovskite,Oxides
716,Li3VO4,10.1016/S0924-0136(01)01044-5,298.15,1.67E-06,-5.777283529,LISICON,Oxides
717,Li7P3S11,10.1021/acs.chemmater.7b04842,298.15,8.63E-04,-3.063989204,Thio-LISICON,Sulphides
718,Li4BN3H10,10.1021/Ja907249p,298.15,2.00E-04,-3.698970004,Other,Other
722,Li2NH,10.1039/c2cp23636b,298.15,2.54E-04,-3.595166283,Other,Other
723,Li2Ca(NH)2,10.1039/c2cp23636b,298.15,6.40E-06,-5.193820026,Other,Other
725,Li3N,10.1039/C0EE00052C,298.15,5.75E-04,-3.240332155,Other,Other
726,Li13.6Si2.8S1.2O16,10.1016/0013-4686(77)80035-2,298.15,6.00E-07,-6.22184875,LISICON,Oxides
727,LiAlH4,10.1063/1.3356981,298.15,2.00E-09,-8.698970004,Other,Other
730,Li4B7O12Cl,10.1107/S0567740877009443,298.15,1.00E-07,-7,Other,Oxides and Other Anions
731,Li10.35Si1.35P1.65S12,10.1107/S2052520615022283,298.15,6.50E-03,-2.187086643,Thio-LISICON,Sulphides
732,Li9.81Sn0.81P2.19S12,10.1107/S2052520615022283,298.15,5.50E-03,-2.259637311,Thio-LISICON,Sulphides
735,Li14ZnGe4O16,10.1149/1.2119778,298.15,1.00E-06,-6,LISICON,Oxides
738,Li2.88PO3.73N0.14,10.1006/jssc.1995.1140,298.15,1.40E-13,-12.85387196,LISICON,Oxides
743,Li6.35P0.65Si0.35S5Br,10.1039/c7ta08581h,298.15,2.30E-03,-2.638272164,Argyrodite,Sulphides and Other Anions
744,Li6.50P0.50Si0.50S5Br,10.1039/c7ta08581h,298.15,2.30E-03,-2.638272164,Argyrodite,Sulphides and Other Anions
745,Li6.20P0.80Si0.20S5Br,10.1039/c7ta08581h,298.15,1.98E-03,-2.70333481,Argyrodite,Sulphides and Other Anions
746,Li6.30P0.70Si0.30S5Br,10.1039/c7ta08581h,298.15,1.83E-03,-2.73754891,Argyrodite,Sulphides and Other Anions
747,Li6.25P0.75Si0.25S5Br,10.1039/c7ta08581h,298.15,1.50E-03,-2.823908741,Argyrodite,Sulphides and Other Anions
748,Li6.12P0.90Si0.12S5Br,10.1039/c7ta08581h,298.15,9.00E-04,-3.045757491,Argyrodite,Sulphides and Other Anions
749,Li6.22P0.78Si0.22S5Br,10.1039/c7ta08581h,298.15,1.08E-03,-2.966576245,Argyrodite,Sulphides and Other Anions
750,Li6.17P0.83Si0.17S5Br,10.1039/c7ta08581h,298.15,9.29E-04,-3.031984286,Argyrodite,Sulphides and Other Anions
751,Li6.13P0.87Si0.13S5Br,10.1039/c7ta08581h,298.15,9.01E-04,-3.045275209,Argyrodite,Sulphides and Other Anions
752,Li6.08P0.92Si0.08S5Br,10.1039/c7ta08581h,298.15,8.64E-04,-3.063486258,Argyrodite,Sulphides and Other Anions
753,Li6.02P0.98Si0.02S5 Br,10.1039/c7ta08581h,298.15,8.74E-04,-3.058488567,Argyrodite,Sulphides and Other Anions
754,Li6.10P0.90Si0.10S5Br,10.1039/c7ta08581h,298.15,8.05E-04,-3.09420412,Argyrodite,Sulphides and Other Anions
755,Li6PS5Br,10.1039/c7ta08581h,298.15,6.94E-04,-3.15864053,Argyrodite,Sulphides and Other Anions
756,Li6.05P0.95Si0.05S5Br,10.1039/c7ta08581h,298.15,4.41E-04,-3.355561411,Argyrodite,Sulphides and Other Anions
762,Li3.6Si0.6P0.4S4,10.1006/jssc.2002.9701,298.15,7.76E-05,-4.110026362,Thio-LISICON,Sulphides
764,Li4SiS4,10.1016/0025-5408(89)90053-6,298.15,4.93E-08,-7.307153081,Thio-LISICON,Sulphides
765,Li2SiS3,10.1016/0025-5408(89)90053-6,298.15,2.00E-06,-5.698970004,Thio-LISICON,Sulphides
769,Li6.75La3Zr1.75Nb0.25O12 ,10.1016/j.jpowsour.2010.11.089,298.15,8.00E-04,-3.096910013,Garnet,Oxides
770,Li7La3Zr1.89Al0.15O12 ,10.1016/j.jpowsour.2013.03.049,298.15,3.40E-04,-3.468521083,Garnet,Oxides
772,Li10Ge0.95Si0.05P2S12,10.1016/j.jpowsour.2014.07.159,298.15,8.60E-03,-2.065501549,Thio-LISICON,Sulphides
773,Li5.5La3Nb1.75In0.25O12 ,10.1016/j.jssc.2005.12.025,298.15,2.40E-05,-4.619788758,Garnet,Oxides
774,Li5.5La2.75K0.25Nb2O12 ,10.1016/j.jssc.2005.12.025,298.15,1.06E-05,-4.974694135,Garnet,Oxides
777,Li6.25La3Zr2Ga0.25O12,10.1016/j.matchemphys.2012.03.054,298.15,3.50E-04,-3.455931956,Garnet,Oxides
778,Li7P3S11,10.1016/j.ssi.2006.04.017,298.15,3.20E-03,-2.494850022,Thio-LISICON,Sulphides
781,Li4GeS4,10.1016/S0167-2738(00)00277-0,298.15,2.51E-07,-6.600153287,Thio-LISICON,Sulphides
783,Li4P2S6,10.1021/acs.chemmater.6b04175,298.15,1.60E-10,-9.795880017,Thio-LISICON,Sulphides
784,Li4PS4I,10.1021/acs.chemmater.7b00013,298.15,6.26E-05,-4.203425667,Argyrodite,Sulphides and Other Anions
789,Li4SnS4,10.1021/cm3011315,298.15,7.00E-05,-4.15490196,Thio-LISICON,Sulphides
791,Li2SnS3,10.1021/cm5037524,298.15,1.36E-05,-4.866461092,Rocksalt,Sulphides
792,Li3PS4,10.1021/ja3110895,298.15,1.60E-04,-3.795880017,Thio-LISICON,Sulphides
794,Li6.5La3Nb1.25Y0.75O12 ,10.1021/jp304737x,298.15,2.70E-04,-3.568636236,Garnet,Oxides
800,Li6.5La3Zr1.5Ta0.5O12 ,10.1039/C2JM31413D,298.15,9.20E-04,-3.036212173,Garnet,Oxides
801,Li6.6La3Zr1.6Ta0.4O12 ,10.1039/C2JM31413D,298.15,7.30E-04,-3.13667714,Garnet,Oxides
803,Li6.2La3Zr1.2Ta0.8O12 ,10.1039/C2JM31413D,298.15,3.20E-04,-3.494850022,Garnet,Oxides
804,Li6.8La3Zr1.8Ta0.2O12 ,10.1039/C2JM31413D,298.15,2.80E-04,-3.552841969,Garnet,Oxides
805,Li6La3ZrTaO12 ,10.1039/C2JM31413D,298.15,1.60E-04,-3.795880017,Garnet,Oxides
808,Li6.2La3Zr1.2Sb0.8O12 ,10.1039/C3CP50991E,298.15,4.50E-04,-3.346787486,Garnet,Oxides
812,Li5La3Ta2O12 ,10.1111/j.1151-2916.2003.tb03318.x,298.15,3.40E-06,-5.468521083,Garnet,Oxides
817,Li3.25Ge0.25P0.75S4,10.1149/1.1379028,298.15,2.20E-03,-2.657577319,Thio-LISICON,Sulphides
818,Li6.75La3Zr1.75Ta0.25O12 ,10.1149/2.024205esl,298.15,6.30E-04,-3.200659451,Garnet,Oxides
836,Li5.4La3Nb1.8Y0.75O12,10.1021/jp304737x,298.15,2.51E-05,-4.599980365,Garnet,Oxides
847,"""(Li2O)50 (Al2O5)5 (P2O5)45""",10.1016/j.jeurceramsoc.2008.12.016,298.15,1.15E-08,-7.93930216,Glass,Oxides
852,"""(Li2O)50 (P2O5)50""",10.1016/j.jeurceramsoc.2008.12.016,298.15,1.32E-09,-8.879426069,Glass,Oxides
859,Li3.9Zn0.05GeS4,10.1016/S0167-2738(00)00277-0,298.15,2.84E-07,-6.54668166,Thio-LISICON,Sulphides
861,Li1.6Ti1.7Mg0.3P3O12,10.1016/0167-2738(86)90176-1,298.15,2.80E-06,-5.552841969,NASICON,Oxides
868,Li4.275Ge0.61Ga0.25S4,10.1016/S0167-2738(00)00277-0,298.15,6.34E-05,-4.197910742,Thio-LISICON,Sulphides
869,Li1.4Ti1.6In0.4P3O12,10.1016/0167-2738(86)90176-1,298.15,1.90E-04,-3.721246399,NASICON,Oxides
870,Li1.8Cr0.8Ti1.2(PO4)3,10.1016/0167-2738(88)90291-3,298.15,2.40E-04,-3.619788758,NASICON,Oxides
889,"""((Li2S)0.6 (SiS2)0.4 )95 (Li4SiO4)5""",10.1149/1.1392498,298.15,5.88E-03,-2.230622674,Glass,Sulphides and Other Anions
890,Li6La2Ca(Nb)2O12,10.1016/j.ssi.2008.01.047,298.15,2.11E-06,-5.675717545,Garnet,Oxides
892,Li1.5Al0.5Ge1.5(PO4)3,10.1149/1.3122903,298.15,0.006309,-2.200039473,NASICON,Oxides
901,Li5AlS4,10.1016/j.jssc.2017.09.018,298.15,1.26E-08,-7.89997427,Thio-LISICON,Sulphides
903,LiMgPO4,10.1021/cm504518q,298.15,6.31E-12,-11.19997064,Olivine,Oxides
904,Li0.95Mg0.95In0.05PO4,10.1021/cm504518q,298.15,1.12E-10,-9.950781977,Olivine,Oxides
905,Li0.9Mg0.9In0.1PO4,10.1021/cm504518q,298.15,5.01E-10,-9.300162274,Olivine,Oxides
906,Li0.85Mg0.85In0.15PO4,10.1021/cm504518q,298.15,1.26E-09,-8.899629455,Olivine,Oxides
907,Li0.83Mg0.83In0.17PO4,10.1021/cm504518q,298.15,1.41E-09,-8.850780887,Olivine,Oxides
913,Li3AlS3,10.1021/acs.chemmater.9b03230,298.15,1.31E-08,-7.882728704,Other,Sulphides
915,Li6SiO4Cl2,10.1021/acs.chemmater.1c00157,298.15,1.00E-10,-10,Argyrodite,Oxides and Other Anions
917,LiTa2PO8,10.1039/C8TA09170F,298.15,1.60E-03,-2.795880017,Other,Oxides
2000,(YPO4)0.8(Li3PO4)0.2,10.1016/0167-2738(89)90457-8,298.15,1.41E-05,-4.851039883,Zircon,Oxides
2001, Li0.8La0.066Zr2(PO4)3,10.1007/s11581-009-0332-6,298.15,8.20E-06,-5.086338509,NASICON,Oxides
2003,Li3.09BO2.53N0.52,10.1016/j.jpowsour.2008.09.089,298.15,8.65E-07,-6.06311007,Glass,Oxides
2004,Li5Nd3Sb2O12,10.1016/j.ssi.2008.01.002,298.15,5.58E-07,-6.253253283,Garnet,Oxides
2005,Li5La3Sb2O12,10.1016/j.ssi.2008.01.002,298.15,2.06E-06,-5.685784276,Garnet,Oxides
2006,LiAlSi2O6,10.1016/j.ssi.2009.02.028,298.15,3.49E-09,-8.457685004,Glass,Oxides
2007,"""(Li2O)16.6 (SiO2)83.4""",10.1016/S0022-3093(99)00688-2,298.15,1.30E-09,-8.887183074,Glass,Oxides
2008,Li3Fe2P3O12,10.1016/0167-2738(90)90442-T,298.15,1.11E-08,-7.953862132,Glass-Ceramic,Sulphides and Other Anions
2009,Li2.9Sc1.9Zr0.1(PO4)3,10.1016/S0925-8388(96)02746-6,298.15,7.48E-05,-4.126174447,NASICON,Sulphides
2010,Li1.9Mg0.1TiO3.05,10.1016/j.ssi.2008.03.001,298.15,1.96E-07,-6.708504408,Rocksalt,Sulphides and Other Anions
2011,(YPO4)0.9(Li3PO4)0.1,10.1016/0167-2738(89)90457-8,298.15,4.64E-07,-6.333347081,Zircon,Oxides
2012,(YPO4)0.7(Li3PO4)0.3,10.1016/0167-2738(89)90457-8,298.15,6.57E-09,-8.182516656,Zircon,Oxides
2013,(YPO4)0.5(Li3PO4)0.5,10.1016/0167-2738(89)90457-8,298.15,6.68E-11,-10.1753005,Zircon,Oxides
2014,LiGaSiO4,10.1016/0167-2738(87)90048-8,298.15,1.08E-11,-10.9652893,Phenakite,Oxides
2015,Li0.68Ga0.68Si2.33O6,10.1016/0167-2738(87)90048-8,298.15,3.15E-11,-10.50228226,Phenakite,Oxides
2016,Li0.96Ga0.96Si2.04O6,10.1016/0167-2738(87)90048-8,298.15,2.35E-11,-10.62874643,Phenakite,Oxides
2017,Li4Al0.33Si0.33P0.33O4,10.1021/acsami.6b14402,298.15,3.25E-06,-5.487904825,LISICON,Oxides
2018,Li4Al0.33Si0.17Ge0.17P0.33O4,10.1021/acsami.6b14402,298.15,1.61E-06,-5.792359875,LISICON,Oxides
2019,Li4.25Si0.75Al0.25O4,10.1021/acsami.6b14402,298.15,2.02E-08,-7.695350471,LISICON,Oxides
2020,Li3.75Si0.75P0.25O4,10.1021/acsami.6b14402,298.15,5.54E-07,-6.25635315,LISICON,Oxides
2021,LiCaTiNbO6,10.1021/cm9810382,298.15,6.07E-07,-6.216929275,Perovskite,Oxides
2022,Li3Cr(MoO4)3,10.1039/B301189e,298.15,3.19E-09,-8.496443639,LISICON,Oxides
2023,Li2Mg2(MoO4)3,10.1039/B301189e,298.15,5.35E-12,-11.2712539,Lysonite,Oxides
2024,Li3Fe(MoO4)3,10.1039/B301189e,298.15,5.89E-10,-9.229824822,Lysonite,Oxides
2025,Li6FeCl8,10.1002/zaac.19875531020,298.15,8.97E-08,-7.047042731,Rocksalt,Halides
2026,Li4.8Si0.2Al0.8S4,10.1006/jssc.2002.9701,298.15,1.07E-06,-5.971412549,Thio-LISICON,Sulphides
2027,Li3.6Ge0.4P0.6S4,10.1149/1.1379028,298.15,0.000221356,-3.654909409,Thio-LISICON,Sulphides
2028,Li3.35Ge0.35P0.65S4,10.1149/1.1379028,298.15,0.001830655,-2.737393551,Thio-LISICON,Sulphides
2029,Li6NiCl8,10.1002/zaac.19875531020,298.15,2.69E-10,-9.569675406,Rocksalt,Halides
2030,Li6CoCl8,10.1002/zaac.19875531020,298.15,1.51E-06,-5.821821295,Rocksalt,Halides
2031,LiF,"Journal De Physique 26 339-341, 1965",298.15,1.18E-14,-13.92960042,Rocksalt,Halides
499,Li6PS5Cl,10.1016/j.ssi.2012.06.008,298.51,5.37E-04,-3.270025714,Argyrodite,Sulphides and Other Anions
3,Li2.4OH0.6Cl,10.1002/aenm.201700971,299.15,8.90E-08,-7.050609993,Anti-Perovskite,Oxides and Other Anions
4,Li2.1OH0.9Cl,10.1002/aenm.201700971,299.15,8.05E-08,-7.09420412,Anti-Perovskite,Oxides and Other Anions
5,Li2OHCl,10.1002/aenm.201700971,299.15,7.11E-08,-7.148130399,Anti-Perovskite,Oxides and Other Anions
6,Li2.7OH0.3Cl,10.1002/aenm.201700971,299.15,7.30E-09,-8.13667714,Anti-Perovskite,Oxides and Other Anions
589,"""(Li2S)0.75 (P2S5)0.25""",10.1021/acsomega.8b00377,299.44,1.81E-04,-3.742321425,Glass,Sulphides
829,Li1.5Al0.5Ge1.5(PO4)3,10.1016/j.jpowsour.2009.11.037,299.73,4.43E-03,-2.353596274,NASICON,Oxides
22,La0.57Li0.29TiO3,10.1016/j.jpowsour.2012.11.098,300,1.60E-03,-2.795880017,Perovskite,Oxides
45,Li6.5La2.9Ba0.1Zr1.4Ta0.6O12,10.3389/fenrg.2016.00028,300,8.30E-04,-3.080921908,Garnet,Oxides
46,Li6.5La3Zr1.5Ta0.5O12,10.3389/fenrg.2016.00028,300,7.94E-04,-3.100179498,Garnet,Oxides
18,Li3.4Si0.4P0.6S4,10.1006/jssc.2002.9701,300.15,6.40E-04,-3.193820026,Thio-LISICON,Sulphides
221,Li6CaLa2Ta2O12,10.1016/j.ssi.2008.10.022,300.15,2.24E-06,-5.649751982,Garnet,Oxides
300,Li3.2Ge0.2P0.8S4,10.1149/1.1379028,300.15,5.40E-04,-3.26760624,Thio-LISICON,Sulphides
505,"""(Li2O)50((SeO2)0.5 (B2O3)0.5)50""",10.1016/S0167-2738(02)00137-6,300.15,7.54E-07,-6.122628654,Glass,Oxides
587,LiBH4,10.1021/acsomega.8b00377,300.15,9.89E-08,-7.004803708,Other,Other
603,Li0.34La0.51TiO2.94,10.1016/0038-1098(93)90841-A,300.15,1.02E-03,-2.991399828,Perovskite,Oxides
606,Li0.10La0.63TiO3,10.1016/0167-2738(94)90309-3,300.15,7.90E-05,-4.102372909,Perovskite,Oxides
608,(La0.5Li0.5)0.75(La0.5Na0.5)0.25TiO3,10.1016/0167-2738(94)90309-3,300.15,1.58E-04,-3.800244823,Perovskite,Oxides
655,Li0.067La0.64TiO2.99,10.1016/0167-2738(94)90309-3,300.15,7.90E-05,-4.102372909,Perovskite,Oxides
660,Li0.10La0.66Ti0.90Al0.10O3,10.1021/cm011149s,300.15,7.34E-06,-5.13430394,Perovskite,Oxides
661,Li0.06La0.66Ti0.93Al0.06O3,10.1021/cm011149s,300.15,1.68E-06,-5.774690718,Perovskite,Oxides
775,Li7La3Zr2O12 ,10.1016/j.jssc.2009.05.020,300.15,1.52E-06,-5.818156412,Garnet,Oxides
776,Li7La3Hf2O12,10.1016/j.jssc.2009.10.030,300.15,9.73E-07,-6.01188716,Garnet,Oxides
785,Li6.6La2.75Y0.25Zr1.6Ta0.4O12,10.1021/am503731h,300.15,4.36E-04,-3.360513511,Garnet,Oxides
786,Li6.6La2.875Y0.125Zr1.6Ta0.4O12 ,10.1021/am503731h,300.15,3.17E-04,-3.498940738,Garnet,Oxides
787,Li6.6La2.5Y0.5Zr1.6Ta0.4O12 ,10.1021/am503731h,300.15,2.26E-04,-3.645891561,Garnet,Oxides
821,Li10SiP2S12,10.1149/2.0501412jes,300.15,2.30E-03,-2.638272164,Thio-LISICON,Sulphides
832,Li1.5Al0.5Ge1.5(PO4)3,10.1149/1.2988731,301.09,5.26E-03,-2.279014256,NASICON,Oxides
185,"""(Li2S)0.5 ((Ga2S3)0.1 (GeS2)0.9)0.5""",10.1016/j.ssi.2007.10.011,301.15,6.70E-05,-4.173925197,Glass,Sulphides
235,Li0.24La0.59TiO3,10.1016/j.ssi.2009.08.002,302.15,7.60E-05,-4.119186408,Perovskite,Oxides
867,Li7La3Zr2O12,10.1016/j.jpowsour.2012.02.031,302.15,2.30E-05,-4.638272164,Garnet,Oxides
669,Li3O(Cl0.5Br0.5),10.1021/ja305709z,302.76,9.38E-04,-3.027797162,Anti-Perovskite,Oxides and Other Anions
23,Li6.5La3Zr1.75Te0.25O12,10.1016/j.jpowsour.2013.03.166,303,1.07E-04,-3.972242795,Garnet,Oxides
64,Li0.022 La0.117 Ti0.208 Al0.001 O0.626,10.1007/BF02378009,303.15,1.26E-03,-2.89997427,Perovskite,Oxides
106,"""(LiCl)0.5 (P2O5)0.5""",10.1007/s11581-008-0276-2,303.15,6.83E-08,-7.165859166,Glass,Oxides and Other Anions
115,Li0.5La0.5TiO3,10.1016/j.jallcom.2009.07.091,303.15,5.80E-06,-5.236572006,Perovskite,Oxides
228,Li7La3Ta2O13,10.1016/j.ssi.2009.07.002,303.15,2.65E-06,-5.576754126,Garnet,Oxides
268,Li9SiAlO8,10.1149/1.1836980,303.15,2.30E-07,-6.638272164,Glass,Oxides
350,Li1.2Al1.1Ta0.9(PO4)3,10.1039/A807007E,303.15,6.50E-07,-6.187086643,NASICON,Oxides
351,LiAlTa(PO4)3,10.1039/A807007E,303.15,6.50E-07,-6.187086643,NASICON,Oxides
446,LiCrSb(PO4)3,10.1063/1.2357843,303.15,3.57E-10,-9.447331784,NASICON,Oxides
448,LiAlSb(PO4)3,10.1063/1.2357843,303.15,3.17E-08,-7.498940738,NASICON,Oxides
449,LiFeSb(PO4)3,10.1063/1.2357843,303.15,1.37E-06,-5.863279433,NASICON,Oxides
495,LiFePO4 ,10.1016/j.ssi.2008.06.028,303.15,1.10E-09,-8.958607315,Olivine,Oxides
534,LiTi2P3O12,10.1016/0167-2738(94)90332-8,303.15,4.00E-07,-6.397940009,NASICON,Oxides
535,LiZr2P3O12,10.1016/0167-2738(94)90332-8,303.15,5.00E-08,-7.301029996,NASICON,Oxides
540,Li3.8Ge0.8P0.2O4,10.1021/acs.chemmater.8b01504,303.15,1.03E-06,-5.987162775,LISICON,Oxides
541,Li3PO4,10.1021/acs.chemmater.8b01504,303.15,1.75E-13,-12.75696195,LISICON,Oxides
542,Li3VO4,10.1021/acs.chemmater.8b01504,303.15,9.20E-14,-13.03621217,LISICON,Oxides
543,Li3.2Ge0.2P0.8O4,10.1021/acs.chemmater.8b01504,303.15,1.14E-06,-5.943095149,LISICON,Oxides
544,Li3V0.6P0.4O4,10.1021/acs.chemmater.8b01504,303.15,3.55E-13,-12.44977165,LISICON,Oxides
546,Li3P0.2V0.8O4,10.1021/acs.chemmater.8b01504,303.15,1.31E-13,-12.88438949,LISICON,Oxides
547,Li3.6Ge0.6P0.4O4,10.1021/acs.chemmater.8b01504,303.15,1.10E-05,-4.958607315,LISICON,Oxides
548,Li3.4Ge0.4P0.6O4,10.1021/acs.chemmater.8b01504,303.15,4.50E-06,-5.346787486,LISICON,Oxides
549,Li3.2Ge0.2V0.8O4,10.1021/acs.chemmater.8b01504,303.15,1.90E-05,-4.721246399,LISICON,Oxides
550,Li3.6Ge0.6V0.4O4,10.1021/acs.chemmater.8b01504,303.15,3.19E-05,-4.496209317,LISICON,Oxides
551,Li3.8Ge0.8V0.2O4,10.1021/acs.chemmater.8b01504,303.15,2.71E-06,-5.567030709,LISICON,Oxides
553,Li3.4Ge0.4V0.6O4,10.1021/acs.chemmater.8b01504,303.15,8.89E-07,-6.051098239,LISICON,Oxides
554,Li3P0.6V0.4O4,10.1021/acs.chemmater.8b01504,303.15,3.20E-13,-12.49485002,LISICON,Oxides
555,Li4GeO4,10.1021/acs.chemmater.8b01504,303.15,1.30E-12,-11.88605665,LISICON,Oxides
556,Li3P0.8V0.2O4,10.1021/acs.chemmater.8b01504,303.15,2.05E-13,-12.68824614,LISICON,Oxides
641,Li0.3Sr0.6Ti0.45Fe0.05Ta0.5O3,10.1149/1.1629102,303.15,6.00E-05,-4.22184875,Perovskite,Oxides
642,Li0.3Sr0.6Ti0.5Ta0.5O3,10.1149/1.1629102,303.15,1.70E-04,-3.769551079,Perovskite,Oxides
643,Li0.3Sr0.6Ti0.5Nb0.5O3,10.1149/1.1629102,303.15,5.40E-06,-5.26760624,Perovskite,Oxides
651,LiSr2Ti2TaO9,10.1021/cm9810382,303.15,3.20E-05,-4.494850022,Perovskite,Oxides
654,LiBa2Ti2NbO9,10.1021/cm9810382,303.15,1.00E-07,-7,Perovskite,Oxides
683,Li0.36La0.55TiO3,10.1021/cm9810382,303.15,2.00E-05,-4.698970004,Perovskite,Oxides
